Date | Gender | Post 
23-4-2005|m|hi, it's me again  Just wondering if there are any links to newspaper sites etc that can confirm these bannings, as they include many products i would bring from australia for things like maleria prevention and head ache treatment etc.  Though they didn't even look in my bag that had my medicines in it at lagos when i was there 3 weeks ago
23-4-2005|m|I copied the above list verbatim from the first page of this week's Sunday Guardian. I couldn't get a link on the web.
25-4-2005|m|In real case it is the importation of these drugs that was banned, but I still insist that our local drug manufacturing companies will not be able to meet up with the demand locally.
12-8-2005|f|omg that is bad . nigerian's can't even produce very effective medication (minus the herbs)
12-8-2005|f|This is extremely sad. I was happy that NIgerians have medicines to cure malaria..and here they are, banning chloroquine!!!
22-8-2005|m|Seun, What was the govt's excuse for such an action.I guess they banned the importation,not use of the drugs!Angel,Chloroquine is no longer effective for malaria(caused by P.Falciparium),common in Nigeria, and most of Africa.New drugs,very expensive has been introduced-Combination of Fansidar and Artesunate. Most of the drugs on the list are important for everyday medical practice,but could be readily produced in Nigeria(govt thnking I believe).Banning them is an attempt to encourage local production.But will this work?! It would only lead to them being more expensive,and open the way for fake drugs-unless adequate measures are taken. Seun,you may have to give us an update of what the drug companies are saying about this!If they can produce HIV drugs,then these should not be a problem!
22-8-2005|m|Don't mind our govt. I still prescribe most of these drugs as there's nothing wrong with them per se.  If you want to ban these drugs then provide alternatives to getting this drugs for common men's affordable.  Our govt. is myopic and does not have interst in poor men.  What a pity.
19-4-2005|f|Phone Etiquette ...  Hi all,  Just wondering what our phone etiquettes (the conduct or procedure required by good breeding or prescribed by authority to be observed in social or official life) really are.  When your phone rings with a call either from a registered or unregistered number, how do you go?
19-4-2005|f|Well, whenever I receive a call from an unregistered number, sometimes I say "hello" and other times "hello, good morning/afternoon/evening". And most recently, because of my job description in which I offer support to clients, I almost include my company's name!  If it is a call from a registered number, I don't think he/she needs such formality. I just go ahead and either say [I]hi[/I], [I]'sup[/I], or call the person's name. Or what do you think?
19-4-2005|f|Well I think the only time one should be formal is when he/she is recieving a call from an official line. I am not formal on my mobile line, just a "hello" or the caller's name if I see it flashing on my set as it rings, though due to the nature of my work, I talk to clients a lot on official line, and because of that, once or twice I have made a mistake of picking a personal call on my mobile as an official call, with all the introductions, can you imagine? I laughed at myself that day.
19-4-2005||Hey, I believe we discussed abit about this on mobilenigeria. Check out:   Anyway, I'm always polite when answering my calls. You know, the usual "hello" stuff.  At times I go a little crazy and shout out "waz uuuuuuuuuuuuuuuup" like in the scary movie film.  If the number's not in my phonebook at times I'm all Hip Hop and go "who this?"  What more can I say?
19-4-2005|f|Trae, that was "Telecrastination" which I believe is somewhat differerent from "phone etiquette"  There is something so common these days especially with the female folk, some guys do it too. What I mean is people trying to speak [I]phonetics[/I], what you hear them say is "hello" pronounced as 'hella' repeatedly.
19-4-2005|f|Whenever my phone rings and the caller is a known person, I mention his or her name in addition to my hello. If it is an unknown caller, I am always like, hello, sorry who is this?
20-4-2005|f|I should think it really depends on who the caller is actually and the level of familiarity between us. Some callers don't even get 'hello' from me. Most times I simply go, 'hey, what's up?' to my friends or 'Monkey, na now you just dey call' or 'hello darling' deservedly reserved for my darling , you know, ..... it depends.  For people who withold caller's ID, I simply go, 'hello, who is this please?'.
25-4-2005|m|Hm... I guess it is no hard fast rule to this. I used to mention my name whenever I am answering a call from unknown number but I had to stop that 'cos of some funny things happening around. I mean some people who just got your number somehow and will like to get your details. So, I believe that it is really not a problem if you answer the call coming from an unknown number with a question requesting to know the identity of the person calling.
25-4-2005|m|If you call me and I don't know who you are, I just say "Hello" in a rather musical voice and wait for you to talk.
17-5-2005|m|I Picked up my call and simply say hello, if it is unknown, but in case of a stored number, I will call your name straight and started gisting. I believe in respect a lot.
17-5-2005|m|Whenever I receive calls 4m unregistered number i simply say Hello good morning, afternoon or evening depending on the time. and if the call is 4m a registered number and the caller is older than me i still greet the caller as above + sir or ma. But if a friend i will just say Y"hello my guy or my babe and conversation begins. Great Peter
25-7-2005|f|when u pick up the phone from an unknown caller what i feel u should say is hello, Good Morning/afternoon/evening My Name is .............. who is on the line pls or who am i speaking with u may never know it could ur boss from headoffice of an employer u just sent ur resume to
12-9-2005||If I get a call from an unknown number, I just say "hello good afternoon" or "hello! bongay..." so the caller can quickly know who's picked the call. But if it is from a registered number, I just say "hey guy", "hey man", "sup baby girl" "dearie" for a girl who's deserved that. Just as simple as that. What do you think?
14-9-2005|f|When my phone rings.. I know who's calling by the ringtones.  My dad's ringtone is mariah carey's "shake it off". I know it's my dad when shake it off is singing, i pick it by saying "hi daddy".  When my friends (girls) call it rings Fat joe's "get popping", so when that sings, i just pick the phone and say "hey biatch".. or "wat's up"... or maybe if it's my nigerian friends i say "kila tun ri gbo ooo"  When my friends (guys) call, it rings Bow wow's "like you". So when that sings i am like, "yo", "wats up", "hi sweet thing", or something masculine like "dude, wat's up".  When a private number is calling me, it sings Missy's "lose control". So i am like "hello, who's this?".  I dont normally check my caller ID. Just hear the ringtone and greet, after greeting.. you know who's there!
14-9-2005|m|"Gossips of the same feather rant together"  I store the names with a voice message so once it rings all i hear if the caller's name twice then my lovely tune - Backstreet boys "Quit playing games" starts. How i respond depends now depends on who's callin. Most times its "wazup Bleep?" (friends and family)  If its an unknown caller. It just rings (no names) and i'm go like- "Hello" . Nothing else until the caller talks.
14-9-2005|f|Amen!
18-9-2005|f|It depends on who calls me. i've got every person that i know, male/female's number on my cell, so most of d time, i know who's callin me. so if it's momsie, it's basically hi mom, if it's a friend, it could b n e thing from waz happening to ''i'm listening'',''talk to me'' etc. Most tymes, when i dunno who's callin(say it's a prof), i just say hi, who's speakin pls.
18-9-2005|f|i think HA said mine..different tones for different people  when its my best friends (girl)..i go "heyyyyyyy" in a loud crazy voice when its a boi..Demi here if its my mum "i use somming really wierd and she says de same bk to me"..we r like girlfriendz if its my dad i say.."Sam" brother or sister ..wats up..kilo sele unknown person..hello whos this..do i know u
19-9-2005|m|Demi..methinks that aint too good..
19-9-2005|f|When i get a call from an unknown number, i pick it up but say nothing immediately. Rather i listen to the voice too determine if i can recognize the voice. If i do, and it's someone i am avoiding i simply cut the call off  but if i don't recognize the voice, i will simply use a sexy, bedroom voice 'hello' please whose on the line?
19-9-2005|f|layi..i dont say it in rude voice and i dont say them all at once lol..  helo..hey dis is... where u gat my number from..i gat it from...
19-9-2005||When my phone.....if its a person know cool, I either say "Hey wassup" or hail the person n a manner pecular to us ....if its a number dont know, say hello n a very cautious guarded way....!!
20-9-2005|f|if my phone rings i just picked it up and say:  Hello aisha speaking,that is if its an unknown number,but if my Bro or sis calls me if just pick it up and YO! My friends i go[b] wassup,or whats cracking[/b].If it my mum i go Yes mum and hummmmm if its him i go Hey babe in a sweet sexy voice
21-9-2005|m|I dont really have a format of answering calls but i guess because i'm used to taking more of personal calls it has my attitude on the fone during official calls tend to be inclined/tilted towards the way i answer personal calls...ciao[b][/b]
21-9-2005|m|i'm not really worried if it's a number i'm conversant with. i ain't hurt anyone so i see no reason y i should be paranoid wen a strange number calls.[b][/b]
22-9-2005|f|Come on! you mean you have not hurt anyone before? No heart breaks?
13-11-2005|f|when i pick up the phone the first thing i say is "hey" or hey whaddupp
19-1-2006||ok. when my phone rings....  my close friend(girl)..... "hey sweetie, whats up?"  My close friend(boy)...... " yo, whats up? how u dey?"  Mum....... "Hello ma,"  Brother........ " hey"  Unknown....... "Hello, whos this?"
01-7-2008|m|Simply and short dont shout
01-7-2008|m|I guess we shud be seeing of this informative threads and posts instead of d 'free browsing' poo which is now d norm.The phone section is gradually losing its value with threads being created at a whim and some clowns like s**k,f**i,s**y and others turning every thread into a chatroom.A return to the good old phone section days is of great necessity.
01-7-2008|m|@ Just2nice  You mean no more Mtn Rocks! ?
01-7-2008|m|When my phone rings, this is how I answer;  1. My Girlfriend; Hello love, Hi hun, sweetheart how r u?? Wats up honey??  2. Hoodrats; Hey babe, O girl how fa??  3. My Hommies; Wither, wetin dey, oboy how fa?? Which levels??  4. My dad; hey pops  5. My mum; Hi ma  6. My siblings; Yes?? What is it??  7. Unknown Caller; Hello, whos speaking please? Na who be this?? Onye na ekwu?? Ibu onye?? Ogini (Depending on my mood)
19-4-2005|m|I guess since this section is about games, we should talk about console and pc games. y top 10 games(not necessarily in that order) of all time are: 1. Mortal Kombat series 2.Tekken Series 3. streetfighter series 4. SOCOM I and II (US Navy Seals) 5. Onimusha 1,2,3 6. The Scorpion king 7. Age OF Empires Series 8. Hitman 1,2, Contract 9. Commandos (BEL) 10. Shenmue (Microsoft Xbox version)  almost all are on Playstation 2. well those are mine. lets read yours
19-4-2005|m|I assume you haven't used an X-Box before. 'Halo' is definitely the best video game of all time! The only video game better than 'Halo' is 'Halo 2', but I've not played that one yet. I have a 'Halo 2' trailer that is just too sweet. I'll post some screenshots when I have the chance.  For ladies, the best Video game is probably 'Sims 2'. Most of us guys will rather be blasting away at aliens than babysitting computer characters, though.
19-4-2005||for me winning eleven soccer on play station or play station 1 is my top pick. it's the computer game i play 99% of the time.  there was a time though when i used to play mortal kombat and street fighter. now i own a playstation 1 but i'm non chalant about playing any game if it ain't soccer.
21-4-2005|m|Seun, you are talking to a reformed game addict. The only console I haven't touched is the nintendo console ("dolphin" or whatever they call it.). Halo? Well, I admit it's real good. But try 'Deus Ex: Invisible War' on PS2 and compare, or 'Devil May Cry' on Xbox.
23-4-2005|m|System Shock 2 Battlefield 1942 Civilization 3 Doom 1 and 2 (3 was a let down, I have it on both PC and Xbox) Commander Keen 4 Half-Life 2 Call of duty No-one lives forever 2  And some more I can't remember  If anyone is interested in playing some xbox live with me, let me know
23-4-2005|m|Related to the Internet-speed-in-Nigeria issue:  I would love to fry you in a game of Halo 2 or Half-Life on Xbox live(), but I doubt that is is possible to enjoy real-time gameplay over a VSAT link. Almost every Iternet connection in Nigeria eventually goes through VSAT. VSAT ping times fall between 0.55s and 1.2s! I don't think it's likely that anyone in Nigeria uses Xbox Live
23-4-2005|m|That is a shame, though if you can put up with poor latency I beleive it's possible to use a router or pc running a distro of linux to share an internet connection to the xbox so it thinks it has broadband and lets you play (this would probably be suitable for the slower paced games)
03-5-2005|m|i dont believe nobody included "Final Fantasy 7, 8, 9 or even X" among their top ten. damn!  my top ten in no particular order:  SF2 turbo Unreal Tournament 2k3 Final Fantasy 7 Zelda 3: A link to the past Crash Team Racing Sypthon Filter 2 Winning Eleven (series) Star Fox
03-5-2005|m|I forgot to add 'Super Mario Bros 3' and 'Burnout 3'.  Has anybody here got a copy of 'World of Warcraft'?
13-5-2005|m|Member precious wrote: "I LOVE PLAY STATION 2 ALSO"
14-5-2005|m|yeah i have world of warcraft but i think my account has lapsed (or is about to)
01-6-2005|m|emm, how come nobody mentione Half Life1 & 2?
01-6-2005|m|because they're not people's all time favourites System Shock 2 came out around the same time and I enjoyed it far more than HL1 and HL2 was a dissapoint and with all that messing around with steam  Final Fantasy 7 was the best in the series as well I though, and I just thought of another game I really like No-One-lives-forever 1 and 2.  i'll think up some more later
10-6-2005|m|What's really good ,I just registered today ,seems like fun. Anyway someone wrote that Devil may cry is on XBOX ,that dude needs to get his gaming mind in check cos' Devil may cry is strictly for Playstation ,at least for now . Halo 2 is tight so y'all need to get that. XBOX is about to change the world with 360 ,saw the E3 convention on G4 network and Doom is gonna look mad nice .
10-6-2005|m|Halo rules!!!  Halo 2 rules as well but did not like the ending of Halo 2 compared to the ending of Halo.  I also like Fight for NY on the XBox!
10-6-2005|f|GTA: San Andreas Mortal Kombat Series Tomb Raider Series Prince of Persia and the all-time classic Mario Brothers and Tetris, yes tetris, leave me alone!
19-6-2005|m|Hidden Hunter. where u able to actually play WOW efficiently? or are you out of the country? i only just started playing warcraft and i'm hooked. i need WOW.  
20-6-2005|m|Call Of Duty Desert Combat Ghost Recon Socom 1&2
20-6-2005|f|Brick Game!  ROTFWL
20-6-2005|f|Yes o! Good old Brick Game has always done it for me, enh! I like Nintendo and Mario too, and of course, tetris. I don't care what you think. Outdated or not, it's my own top ... e no even reach five sef!  IAH, you try o! You have dared to thread the path many wouldn't think of. Have you noticed the jargons the guys are naming? How una dey do other things sef?
20-6-2005|m|girls can't play games. BTW, it's not called brick game, it's called Tetris. Also Nintendo is not a game, it's a machine.
20-6-2005|m|c0dec, if a lady says it's "brick game" then it's brick game. This is called encouragement .
20-6-2005|f|I was infected by the people around me.
21-6-2005|f|IAH,thank God I had immunisation!I'm always passionate about things I do,if to say I know am.....I for don dey write programs for games.....true to God!good for you though.  cOdec,well done o!So that we go know say you know game names,ehn?O.k.,I no go talk pass this one.  Seun thank you o jare,.......idea l'oju!
21-6-2005|f|abeg abeg wats this BTW c0dec is calling me
21-6-2005|m|BTW is short for By The Way
21-6-2005|m|Half-Life 2 Metal Gear Solid Halo Unreal Tournament 2004 Hitman 2: Silent Assassin Command & Conquer: Red Alert Counter Strike: Condition Zero Age of Empires games Starcraft Half-Life  Note: I am not a violent person in real life
12-8-2005|m|I know I am late to post here (sorry I just noticed this thread)!  How can you guys be gushing on about consoles when there are PC games? Just love-vendor up your PC well, and you have the ultimate console with you...  As for my favourite game, I used to be hooked on MK, Tekken, FIFA 99 (the best FIFA game of all time IMO), KI Gold, Road Rash, Need for Speed, Age of Empires (never saw a better network game) and Civilization. But ever since I first touched the Championship Manager Series (now FM 2005),  I have pretty much ignored everything else, except as a spectator.  As a spectator, some really good games making the rounds now include: Medal of Honor: Allied Assault Max Payne 2: The Fall of Max Payne Deus EX Grand Theft Auto: San Andreas Spiderman: The Vampire Armand Unreal Tournament Half Life (all this knowledge comes from hanging out with Texazzpete (seulement un)  but the best head and shoulders above any remains Football Manager 2005!
12-8-2005|m|Trust me, console games are much better than PC games!
12-8-2005|f|Sims 2 All The Way baby. I like sims 2. And even sims 1.
12-8-2005|f|1. Halo 1 & 2 2. Tekken 3. Mortal combat 4. Desperado 5. Fable 6. tennis 7. Sims 1& 2 8. Tomb raider 9. FIFA 2005/2004 10. Base ball  what i play r console games on Xbox,ps2,game boy and Nitendo.No computer games!
13-8-2005|m|Young man, I HAVE TRIED BOTH. Now let us look at the physics: for console games (take XBox as an example (not the new generation XBox), has system specs of 700MHz, 128Mb RAM, 5 Gb HDD, 64 Mb VGA, and all of this computing power is geared towards just running games, unlike in your normal PC where first and foremost a lot of the RAM is already allocated to running the OS.  Now to really enjoy a PC game, my advice is this: love-vendor up your system (2.8GHz, 512Mb RAM, 64Mb VGA as an example), then install GameGain for example. Then let's see what happens...
19-4-2005|m|your first date.  scary topic . Well, tell us about your first date. Was he/she cool or boring? Well in my own case, I was the boring one. We spent minutes in silence thinking of what to say next. I immediately got fed up with the dating game. Lets just say it was a fiasco.
19-4-2005|m|date: 1. An engagement to go out socially with another person, often out of romantic interest. 2. [I]One's companion on such an outing.[/I]  Kodewrita, I think you need a date doctor! How can a healthy young african man talk about being fed up with the dating game?
19-4-2005||Man, I can't really remember how my first date was, or who it was with. But I sure can remember the first girl I talked to ... you know, tried to woo. It was in '99 and she was Ugandan (I was in Uganda at the time) and older than me. But it went really well and we became pen pals ... and later cyber pals. We've lost contact now though.
19-4-2005|f|First date? Yet to be experienced.
19-4-2005|m|Tayotina: Huh?  You were accusing me of being inexperienced when it comes to dating and here you are saying you have not experinced your first date!
19-4-2005|f|Come on Seun, the fact that I have not yet experienced my first date does not mean I don't know anything about dating.  The fact is I really don't attach much importance to it. I go out a lot with my guyz but you know, those candle-lit dinners, scented rose, on bended knees, look into my eyes whatever, whatever ...., those things do not trip me. You know at times when you are at it, tension starts mounting and you start sweating and then you see some guyz messing up. See, you can take me out but not necessarily to a quite place. Take me somewhere I can enjoy myself to the max.
19-4-2005|m|In other words, you have had your first date. Perhaps your dates haven't been impressive, but a date is a date whether you enjoy it or not.  Or am I missing something?
19-4-2005|f|Seun, I know myself better than any other person. I go out with my guyz a lot is different from I go out with my boyfriend ok? If you should ask me anytime, anyday how I felt on my first date? My answer will still remain "yet to be experienced"
20-4-2005|f|I think I understand what tayotina is trying to say. Some of us crave those embellishments, while to others it's unnecessary waste. But really, a date is not about going to the Burj Al Arab (the only 7 star and most expensive hotel in the world) or whatever, even if all he did was take you to Buka, a date is a date is a date...  Now, my first date, properly so called, was as recent as last year actually. And it was simply bliss. All that I dreamed it would be and I dream a lot, mind, so I don't say that lightly.  I had the most pamperedly nice time. So much so that all previous dates faded into insignificance, sorry.
21-4-2005|m|Women. Today they love you. Tommorrow they 'realise' that they have never really loved you, so sorry the relationship is off and there's a new guy ...  So to answer kodewrita's question. I was probably my first date's 999th date. And she probably didn't consider it a date, or maybe she did but won't tell me, who knows?  Women!
21-4-2005|m|Seun, I haven't given up on the dating game. I have only decided to stop following rules. As to a date doctor (that sounds familiar, hmmm, where did I hear that? 'Hitch' the movie. you've been watching too much TV).  I definitely agree dates can be stressful because of all the attached stuff (candles, nice dishes and if you are lucky a restaurant with love cubicles). Mind you, I believe both of you should know it's a date so sorry but maybe your first date wasn't a date (oops I said it).
21-4-2005|f|Dear Admin.,  Don't let's even go there! If a woman loves you today and falls out of love with you tomorrow, not being a mad woman and all, is it not worth pondering over if maybe some crucial thing changed in you or worse still that you never had that 'thing' but simply pretended to be who you weren't just to get her undivided attention? It's been known to happen, you know? At least a ZILLION times.  MEN!!!
21-4-2005|m|Ra, it is a well known fact that men lie and pretend a lot when trying to woo women. the fact that women keep falling for it means maybe they have fundamental issues!  But the fact remains that the average woman would not accept the average man for just being himself. The average guy knows that he can improve his chances by wooing you with behaviours that are not really part of who he is! Like maybe helping you with housework  Women demand to be lied to and that is what they get! Oops, we're supposed to be talking about our first dates ...
22-4-2005|f|Seun that is where you are wrong. I can not stand a guy who is not himself. And I would tell you right there and then that if you want to be with me or go out with me you have got to be like yourself. I can not stand dishonesty or trying to put up a show or fronting and all that because I will know when your are trying so hard to impress.  As for me, I like a guy who is also a friend. I mean we have fun together nothing so uptight or those uncomfortable moments. I like people to feel comfortable around me and I also encourage that. That is why I am open to any discussion and also the topics that I bring up kind of shock people because they want to talk about it but they just do not know how to go about it so I just help them out after all we are all adults.  Well my idea of a date, I do not want all those fancy places because I for one am an active person and sitting still for a longtime will just bore the hell out of me. I love to dance so our date could be, we drive thrrough a fast food restaurant and then we go clubbing or just to do something fun!!! like bowling or just any thing. I mean ok once in a while it would be good to go for a romantic dinner and all that. One thing all these fancy stuff do not really matter to me.  I mean simple good stuff make me feel good so I think that whoever I am going to date would be very lucky because I do not even like people paying for me so we would probably share the bills. Like I said he would also be a friend as well as a boyfriend so he would feel that awkward about us sharing the bills but I guess once in a while I will just let him pay to satisfy his male ego ...  It is all about the honesty. If you have anything to say to me better say it to my face. One thing iis that I ask questions that people are thrown off but that is just me. I mean, I am not rude or anything like that. It is just that they feel uncomfortable mentioning those so I just help them out.  When I go on a date I take it as hanging out I mean it is a mind set that I take up so that it does not seem that awkward but just that it is a little bit more than just hanging out at the same time ...
22-4-2005||I will only go so far with Seun about the facts of life. There will always be the exception or exceptions to the rule. funny enough, there are exceptions within those exceptions@!! lol  One point though is:[list]  [li]The typical woman will say to the man: "I have never felt anything like this in my former relationship(s) ..." Seun, I wonder along with you what she told the previous dude![/li]  [li]The typical dude tells the chic, "I will always love you". Once the word "yes" comes forth, tolerance and the patience levels slump like microsoft shares!![/li][/list]  Let's get back to the point. My first date was friend rice and chicken no doubt at a cosy place. (I cant really remember details of most "first" times) But I must have given myself a pat on the back for being the stand up guy afterwards. I am waiting for 7 star hotels, and very private settings for two. Maybe I will come by againt to post about my "new first" ever date.  A word to Tayotina though: the way you described that romantic date in your first post hints that you are still waiting for that dream to come true. Try me! My number is 080 ...
22-4-2005|m|Femi, Femi, Femi, how many times did I call you?  It seems you are trying to toast all the chicks in Nairaland or you are trying to tell us the meaning of your name ...  First with Trish and now Tayotina ...  [I]I comment my reserve[/I]  By the way, never had a date ...
25-4-2005|m|thank God
28-4-2005|m|First dateWell, I was so inexperienced at the time, while my "baby" was sooo experienced, so she sort of virtually took over, except of course paying for things bought.  It was at first quite, but as the evening rolls up, My mouth opens and being chattery herself, we sort of end it up on a good note....although there was no touching, which i guess she wanted.  That eventually stoppedour seeing, So I sort of made it up for the next girl without going too far.  It was generally a sweet one sha
01-6-2005|f|I've always tried to avoid it, but the day it came, because of my inexprience, it was dry (so to say).  That day I think it rained so it was so cold and the AC in that joint was on, so I was shaking. There was nothing to say!  Anyway I enjoyed it, but it wasn't funny.
03-6-2005|f|Well,my first date was too much,the guy was crazy about me and ready to sell his shirt just to buy me anything i want, and something to talk about?? Um!!nobody can ever be bored when you are around me.so i would say... My first date was a SLAM!!!! meaning:a complete success!!
03-6-2005|f|tayotina, wat else could be more romantic than the scene u described above? if u dont attach much importance to it, i will understand, but for the fact that it doesnt trip u.....that i dont understand o!!!
06-6-2005|m|@pinky i agree with u. why anybody won't be impressed by that i don't know. Tv has created the impression that that works. So its a shock that it doesn't work in your case. of course other factors will always affect the issue.
06-6-2005|f|Pinky,  Thank God you are Pinky and I am Tayotina. That means we are two different persons. Really those things do not trip me. Some say I am weird but that is the Tayo in me. Maybe when you get to know me better, you would understand.  Kodewrita,  TV has created the impression that it works, well not for me because some men tend to put up their best behaviour at that moment. So just come out of your shock, ok? Remember, one man's meat is another man's poison!!!!
06-6-2005|f|My first date was the bomb.  The guy and I had a date in a eatery. But on getting there, I met him waiting outside the place. He said he just had a sudden change of heart and we should please go somewhere else. So off we went.  I was shocked to discover he was taking me to a crib (a house) which turned out to be his.  I couldn't be annoyed because, gosh!, when I entered that house, I was dumbfounded at the way he had set the table for us. It was so so romantic. I was managing to hide how impressed I was. We had a candle-lit dinner for two!  After dinner, we listened to cool music. I am an extrovert, so we had so many thinks to talk about. It was getting late. I stood to go home ... because the environment was getting too cosy. I didn't want to regret my actions, so I just had to leave!  He drove me home, and as I got out of the car, I leaned by this window side (a girl's trick if you must know) and he gave me that kiss. Hulalalalal!  It was a perfect date ... I dont want anyone reading my this reply and getting jealous of me, ok?
06-6-2005|m|As if that's not the point of this whole story!  Do you know that, as a guy, I can simply memorize and reproduce this romantic scene with just about any girl without actually feeling anything for her? Do you know that, in fact, it is harder for us to be so 'romantic' when we have genuine feelings vs when we're trying to score or achieve some other objective?
06-6-2005|f|oluwaseun osewa.. point of correction, am not saying i fell for him, neither did i tell u we went into a relationship, i am only answering the question "how was ur first date" so dont tell me about wat u guys feel or not cos i already know that u guys re good at putting up an act most times i never said all he did got into my head, i only made it known that i enjoyed my first date & tripped for the guy's acts shikena!
06-6-2005|m|Noted.
06-6-2005||I wonder if it qualifies, but my first date was in my house. I couldn't go to his party (he was traveling), or be seen with him, so he brought some fast food and a bottle of non alcoholic wine to my place so that we could celebrate. I thought it was sweet, but i was too shy so i just sipped a bit of the wine and my lil bro came back from school and ate the stuff .  Cheesy, i know. But it's still the sweetest thing and the most original thing anyone has every done for me. Thats where one can say it's the thought that really counts .
06-6-2005|f|same here
07-6-2005|m|My first date, boy o boy o boy, it was terrible. It was so bad I'm actually embarassed remembering it. The girl was beautiful, but I was a slacker and she showed it to me that I was one. If you see the way the girl yabbed (scolded) me. 'First gate k , first date ni'
07-6-2005|f|Haba, Mr. take it easy on yourself now  [Editor: This post response to a post by legry in which he mentioned that the administrator asked him to re-post in normal case instead of all caps. Actually, he was asked to modify his original post. This has been done for him, and so the second post has been removed.]
08-6-2005|f|Pinky [I]'your own beta joo'[/i]. Seun, don't be a spoilsport!  My own first date? I was so afraid that the guy was going to ask me to "pay" at a later date that I totally refused to eat anything!
19-4-2005|m|Hello,  My name's Seun and I'm a Star Wars fan. I think it's one of the greatest movie series of all time. Some people who are fans of the older versions IV, V, and VI think that I and II were not too good. But I don't think so. I think they are all good!  My favorite character is C3PO (pronounced 'tripio'). I find his talkativeness very amusing. I like R2D2 too. The movie series has so many original concepts. Yoda, an old man who can fight! Light sabres that are more lethal than guns! "The force", which makes Jedis so powerful! The concept of the "dark side". A handsome, talented young man who turns bad!  To explore the Star Wars Universe, you can visit 'Beyond the Movies' on StarWars.com. There's much more to Star wars than the movies.  Now I happen to have a page spoilers for the upcoming Star Wars Episode 3 - 'The Revenge of the Sith'. It includes screenshots and the full story line. If enough Star Wars 3 fans on the forum indicate interest, I will provide a way for them to view the page.  So if you're a Star Wars fan, please drop a note here and privately ask me for a copy of the spoilers!  [I]Yes, I know, there are a lot of exclamation marks in this post![/I]
20-5-2005|m|yo! i did not c this. i missed this...well nothing lke a star wars movie.looks like this new starwars has been hyped to the max.i hope it does not disappoint me
07-6-2005|m|Sci-Fi fan here!  Seen Revenge of the Sith and did not rate it very well, I have written a review of it here:    Enjoy.  PS. the robot is called C3PO
10-6-2005|m|revenge of the sith is the best movie of the year so far after "The cinderella man" ,saw that over the weekend so y'all should go see it. Heard Star wars is shown at the silverbird place ,that's good ,Nigeria's coming up. I'll check the place out myself this summer.One.
22-6-2005|f|Seun, you really shouldn't love star wars. No black dude nor girl love star wars. It for white folks only. I personally have nothing to do with star wars.
22-6-2005|m|Revenge of the Sith was good IMHO.Go see it when you can.
22-6-2005|f|i guess when i have absolutely Nothing to do. I mean absolutely and also, i won't pay.
27-7-2005|f|STAR WARS ROCKS. I was the number one person to see it in the movies when it came out newly
10-9-2005|m|yeah i've seen star wars.it is da bomb.my favourite character is anakin skywalker.'cos of his attack strategy:offence being the best defence.He is so brutal and merciless.I also like yoda 4 d part he played when fightin with darth sidious.
11-9-2005|m|Goofs for Star Wars: Episode III - Revenge of the Sith  * Continuity: Anakin's scar on his right eye changes, the part below his eye moves slightly down and lengthens.  * Continuity: During Anakin and Obi Wan's final fight, bodies on the floor appear and disappear between shots.  * Continuity: When Anakin arrives at Mustafar he tells R2-D2 to stay with the ship. As Anakin walks away he puts his hood on. His right hand (his mechanical hand covered by a glove) has somehow turned back into flesh again.  * Audio/visual unsynchronized: During the opera on Coruscant, you can hear the sound of people cheering and clapping, but when the audience is shown, they are all sitting still, hands in their lap.  * Continuity: When Mace Windu gets on the air transport and tells Anakin to stay behind, the shadow of the vehicle disappears in the shot when Anakin is seen alone, but reappears in the next shot when we see the vehicle take off.  * Continuity: During the scene where Padme in her apartment and Anakin at the Jedi temple look out across the city toward each other, the position of the setting sun and the direction of its light across their respective locations is not consistent given what we are shown about their relative positions and the directions they are facing.  * Continuity: The pearl shoulder straps of Padme's dress disentangle between shots.  * Incorrectly regarded as goofs: The button Padme pushes to start her ship near the end of the film is the same "magic" button that has two functions in "Attack Of The Clones". It's shot in exactly the same way and is a deliberate joke.  * Continuity: In the final sequence on Tatooine, when Obi Wan is handing the infant Luke to Beru, he opens his cloak to bring the baby out as he approaches her. This is first seen in a long shot from above. There is a cut to a two-shot, and he opens his cloak and extracts the baby again.  * Continuity: When Anakin is choking Obi-Wan, Obi-Wan is holding his own lightsaber, then it cuts and he's holding Anakin's lightsaber.  * Continuity: During the scene when Yoda enters a room to confront Darth Sidious and knocks the two guards unconscious using the force, the position of the guard's bodies shift during their fight scene and are positioned (conspicuously conveniently) out of the way.  * Revealing mistakes: When Sidious is knocked back by Yoda in his office, the stunt double's hand is visible. Sidious's hands are old, wrinkly, and his nails are dark. But this hand is perfectly healthy and much larger.  * Continuity: After Anakin has choked Padme she falls to the ground and her right arm falls out in front of her but in the close-up, her arm is resting across her stomach.
14-4-2005|m|The website for the second edition of the Gulder Ultimate Search TV program is at:   Young people between the ages of 20 and 30 who are physically fit, of sound health, mentally alert, know how to swim and are over 5 feet 10 inches (for men) or over 5 feet 6 inches (for women) can register on the website!  According to the Sun News Online, "The prize for the last man standing, who finds the treasure is a cash prize of N5million (Five million Naira only) the second and third Survivors will receive a cash prize of N1million (one million Naira only) each. Other Searchers will receive rewards ranging from N250, 000 (two hundred and fifty Naira only) to N700, 000 (seven hundred thousand Naira) graduated according to the stages of their eviction from the Search."  So are you planning to be the next 'ultimate woman' or 'ultimate man'?  Click Here For Gulder Ultimate Search 3 Information!
